"Flight_ID","plume_num","dat_flg","closest_fire","emission_pass_name","IsEmissionPass","SmkBkg_flg","Age_physical_avg_min","species","PRESSURE","TEMPERATURE","LATITUDE","LONGITUDE","ALTP","RHUM","SZA","j.NO2..NO.O.3P..","j.HNO2..OH.NO.","j.H2O2..2OH.","j.HNO3..OH.NO2.","j.O3..O2.O.1D..","j.CH2O..H.HCO.","j.CH2O..H2.CO.","j.NO3..NO.O2.","j.NO3..NO2.O.3P..","conc_smk","conc_bkg","XS_ppb","HONO_CIMS","sd_abs_conc","NEMR","CO","Benzene","Toluene","CH4","O3","NO","NO2","PAN"
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m125.02332..hydroxy_benzoquinone_C6H4O3.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m125.05971..guaiacol_C7H8O2.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m126.12772..C8_nitriles_C8H15N.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m126.97044..dimethyl_trisulfide_C2H6S3.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m127.03897..5_hydroxymethyl_2_furfural_C6H6O3.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m129.05462..2_5_di_hydroxymethyl_furan_C6H8O3.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m129.06988..napthalene_C10H8.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m131.08553..dihydronapthalene_C10H10.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m132.08077..methyl_benzeneacetonitrile_C9H9N.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m133.06479..methyl_benzofuran_C9H8O.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m133.10118..methyl_propenyl_benzene_C10H12.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m135.08044..3_methylacetophenone_C9H10O.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m135.11683..C10_AROMATICS_C10H14.H_cal...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
"AgedSmk",996,996,"aged smoke","aged smoke",NA,"smk",240,"m137.05971..methyl_benzoic_acid_C8H8O2.H...Corr._ppb",531.162628,268.8164209,43.5120085,247.1144065,5.1260351565,61.8882885,44.16620341,0.006453871,0.001071412,4.949566e-06,3.61595e-07,1.76555e-05,2.314786e-05,3.805234e-05,0.01460481,0.1199363,0,0,0,NA,0,0,240.55,0.162364708030319,0,1900.2,66.26,0.01134075,0.313645,0.788977
