dat_flg	plume_bg_num	plume_num	t_start	t_stop	wind_speed_m_per_s_new	wind_speed_m_per_s	dist_from_fire_m_new	dist_from_fire_m	IsEmissionPass	Age_physical_avg_min	Flight_ID	closest_fire	emission_pass_name
2290	0	NA	2018-07-24 19:45:00	2018-07-24 19:45:14	NA	NA	NA	NA	NA	NA	NA	NA	
2291	NA	0	2018-07-24 19:45:15	2018-07-24 19:53:39	7.746666667	9.18	27226.39619	35477.98	NA	58.57658389	RF01	Rattlesnake Creek Fire	
2292	0	NA	2018-07-24 19:53:40	2018-07-24 19:53:54	NA	NA	NA	NA	NA	NA	NA	NA	
2702	1	NA	2018-07-24 20:00:44	2018-07-24 20:00:58	NA	NA	NA	NA	NA	NA	NA	NA	
2703	NA	1	2018-07-24 20:00:59	2018-07-24 20:06:31	7.746666667	9.32	29280.78658	42840.09	NA	62.99652878	RF01	Rattlesnake Creek Fire	
2704	1	NA	2018-07-24 20:06:32	2018-07-24 20:06:46	NA	NA	NA	NA	NA	NA	NA	NA	
3350	2	NA	2018-07-24 20:17:33	2018-07-24 20:17:47	NA	NA	NA	NA	NA	NA	NA	NA	
3351	NA	2	2018-07-24 20:17:48	2018-07-24 20:26:39	7.746666667	7.13	23560.1615	37023.34	NA	50.68881562	RF01	Rattlesnake Creek Fire	
3352	2	NA	2018-07-24 20:26:40	2018-07-24 20:26:54	NA	NA	NA	NA	NA	NA	NA	NA	
3716	3	NA	2018-07-24 20:32:58	2018-07-24 20:33:12	NA	NA	NA	NA	NA	NA	NA	NA	
3717	NA	3	2018-07-24 20:33:13	2018-07-24 20:37:17	7.746666667	8.67	57579.93872	62787	NA	123.8811074	RF01	Rattlesnake Creek Fire	
3718	3	NA	2018-07-24 20:37:18	2018-07-24 20:37:32	NA	NA	NA	NA	NA	NA	NA	NA	
4925	4	NA	2018-07-24 20:57:41	2018-07-24 20:57:55	NA	NA	NA	NA	NA	NA	NA	NA	
4926	NA	4	2018-07-24 20:57:56	2018-07-24 21:03:38	7.746666667	6.54	44729.5446	48711.61	NA	96.23395998	RF01	Rattlesnake Creek Fire	
4927	4	NA	2018-07-24 21:03:39	2018-07-24 21:03:53	NA	NA	NA	NA	NA	NA	NA	NA	
5221	5	NA	2018-07-24 21:08:48	2018-07-24 21:09:02	NA	NA	NA	NA	NA	NA	NA	NA	
5222	NA	5	2018-07-24 21:09:03	2018-07-24 21:13:48	7.746666667	7.93	44093.11524	51208.7	NA	94.86470578	RF01	Rattlesnake Creek Fire	
5223	5	NA	2018-07-24 21:13:49	2018-07-24 21:14:03	NA	NA	NA	NA	NA	NA	NA	NA	
6242	6	NA	2018-07-24 21:31:04	2018-07-24 21:31:18	NA	NA	NA	NA	NA	NA	NA	NA	
6243	NA	6	2018-07-24 21:31:19	2018-07-24 21:39:56	7.746666667	7.35	87794.94451	94897.78	NA	188.8875742	RF01	Rattlesnake Creek Fire	
6244	6	NA	2018-07-24 21:39:57	2018-07-24 21:40:11	NA	NA	NA	NA	NA	NA	NA	NA	
7177	7	NA	2018-07-24 21:55:45	2018-07-24 21:55:59	NA	NA	NA	NA	NA	NA	NA	NA	
7178	NA	7	2018-07-24 21:56:00	2018-07-24 22:02:20	7.746666667	7.93	54282.67805	54545.49	NA	116.7871731	RF01	Rattlesnake Creek Fire	
7179	7	NA	2018-07-24 22:02:21	2018-07-24 22:02:35	NA	NA	NA	NA	NA	NA	NA	NA	
7560	8	NA	2018-07-24 22:08:57	2018-07-24 22:09:11	NA	NA	NA	NA	NA	NA	NA	NA	
7561	NA	8	2018-07-24 22:09:12	2018-07-24 22:14:59	7.746666667	8.61	NA	NA	NA	25739.9306	RF01	uncertain	
7562	8	NA	2018-07-24 22:15:00	2018-07-24 22:15:14	NA	NA	NA	NA	NA	NA	NA	NA	
7607	9	NA	2018-07-24 22:15:59	2018-07-24 22:16:13	NA	NA	NA	NA	NA	NA	NA	NA	
7608	NA	9	2018-07-24 22:16:14	2018-07-24 22:26:40	7.746666667	6.67	91797.30294	95066.3	NA	197.4985003	RF01	Rattlesnake Creek Fire	
7609	9	NA	2018-07-24 22:26:41	2018-07-24 22:26:55	NA	NA	NA	NA	NA	NA	NA	NA	
7872	10	NA	2018-07-24 22:31:20	2018-07-24 22:31:34	NA	NA	NA	NA	NA	NA	NA	NA	
7873	NA	10	2018-07-24 22:31:35	2018-07-24 22:35:50	7.746666667	7.65	NA	NA	NA	25661.39946	RF01	uncertain	
7874	10	NA	2018-07-24 22:35:51	2018-07-24 22:36:05	NA	NA	NA	NA	NA	NA	NA	NA	
8136	11	NA	2018-07-24 22:40:28	2018-07-24 22:40:42	NA	NA	NA	NA	NA	NA	NA	NA	
8137	NA	11	2018-07-24 22:40:43	2018-07-24 22:52:15	7.746666667	9.76	130222.8762	148385.64	NA	280.1696992	RF01	Rattlesnake Creek Fire	
8138	11	NA	2018-07-24 22:52:16	2018-07-24 22:52:30	NA	NA	NA	NA	NA	NA	NA	NA	
8866	12	NA	2018-07-24 23:04:39	2018-07-24 23:04:53	NA	NA	NA	NA	NA	NA	NA	NA	
8867	NA	12	2018-07-24 23:04:54	2018-07-24 23:26:10	7.746666667	8.11	158737.1465	157336.83	NA	341.5170966	RF01	Rattlesnake Creek Fire	
8868	12	NA	2018-07-24 23:26:11	2018-07-24 23:26:25	NA	NA	NA	NA	NA	NA	NA	NA	
10437	13	NA	2018-07-24 23:52:37	2018-07-24 23:52:51	NA	NA	NA	NA	NA	NA	NA	NA	
10438	NA	13	2018-07-24 23:52:52	2018-07-25 00:00:10	7.746666667	6.12	23169.8341	32977.69	NA	49.84904067	RF01	Rattlesnake Creek Fire	
10439	13	NA	2018-07-25 00:00:11	2018-07-25 00:00:25	NA	NA	NA	NA	NA	NA	NA	NA	
11123	14	NA	2018-07-25 00:11:49	2018-07-25 00:12:03	NA	NA	NA	NA	NA	NA	NA	NA	
11124	NA	14	2018-07-25 00:12:04	2018-07-25 00:16:02	7.746666667	5.23	47734.02698	53890.35	NA	102.6979926	RF01	Rattlesnake Creek Fire	
11125	14	NA	2018-07-25 00:16:03	2018-07-25 00:16:17	NA	NA	NA	NA	NA	NA	NA	NA	
15677	15	NA	2018-07-26 20:56:03	2018-07-26 20:56:17	NA	NA	NA	NA	NA	NA	NA	NA	
15678	NA	15	2018-07-26 20:56:18	2018-07-26 21:02:54	6.525652174	12.29	397917.5601	409140.93	NA	1016.290657	RF02	Carr Fire	
15679	15	NA	2018-07-26 21:02:55	2018-07-26 21:03:09	NA	NA	NA	NA	NA	NA	NA	NA	
16391	16	NA	2018-07-26 21:15:01	2018-07-26 21:15:15	NA	NA	NA	NA	NA	NA	NA	NA	
16392	NA	16	2018-07-26 21:15:16	2018-07-26 21:43:12	6.525652174	6.51	192793.4255	297150.32	NA	492.3988703	RF02	Carr Fire	
16393	16	NA	2018-07-26 21:43:13	2018-07-26 21:43:27	NA	NA	NA	NA	NA	NA	NA	NA	
16917	17	NA	2018-07-26 21:51:45	2018-07-26 21:52:14	NA	NA	NA	NA	NA	NA	NA	NA	
16918	NA	17	2018-07-26 21:52:15	2018-07-26 21:54:09	6.525652174	9.01	34071.1702	36671.43	1	87.01855717	RF02	Carr Fire	Carr_Fire_a
16919	17	NA	2018-07-26 21:54:10	2018-07-26 21:54:39	NA	NA	NA	NA	NA	NA	NA	NA	
17138	18	NA	2018-07-26 21:57:40	2018-07-26 21:57:53	NA	NA	NA	NA	NA	NA	NA	NA	
17139	NA	18	2018-07-26 21:57:54	2018-07-26 21:59:50	6.525652174	7.95	36321.87499	31889.42	NA	92.76690928	RF02	Carr Fire	
17140	18	NA	2018-07-26 21:59:51	2018-07-26 22:00:05	NA	NA	NA	NA	NA	NA	NA	NA	
17174	19	NA	2018-07-26 22:00:39	2018-07-26 22:00:53	NA	NA	NA	NA	NA	NA	NA	NA	
17175	NA	19	2018-07-26 22:00:54	2018-07-26 22:02:58	6.525652174	5.53	37708.47776	40363.02	NA	96.30832484	RF02	Carr Fire	
17176	19.5	NA	2018-07-26 22:02:59	2018-07-26 22:03:10	NA	NA	NA	NA	NA	NA	NA	NA	
17177	NA	20	2018-07-26 22:03:11	2018-07-26 22:07:28	6.525652174	5.64	40856.72834	36751.5	NA	104.3490297	RF02	Carr Fire	
17178	20	NA	2018-07-26 22:07:29	2018-07-26 22:07:43	NA	NA	NA	NA	NA	NA	NA	NA	
17234	21	NA	2018-07-26 22:08:39	2018-07-26 22:08:53	NA	NA	NA	NA	NA	NA	NA	NA	
17235	NA	21	2018-07-26 22:08:54	2018-07-26 22:13:34	6.525652174	5.57	51784.01403	58958.33	NA	132.2575702	RF02	Carr Fire	
17236	21	NA	2018-07-26 22:13:35	2018-07-26 22:13:49	NA	NA	NA	NA	NA	NA	NA	NA	
18061	22	NA	2018-07-26 22:27:36	2018-07-26 22:27:50	NA	NA	NA	NA	NA	NA	NA	NA	
18062	NA	22	2018-07-26 22:27:51	2018-07-26 22:30:16	6.525652174	7.32	23155.80452	27147.19	NA	59.14046062	RF02	Carr Fire	
18063	22	NA	2018-07-26 22:30:17	2018-07-26 22:30:31	NA	NA	NA	NA	NA	NA	NA	NA	
18391	23	NA	2018-07-26 22:35:30	2018-07-26 22:36:00	NA	NA	NA	NA	NA	NA	NA	NA	
18392	NA	23	2018-07-26 22:36:05	2018-07-26 22:39:44	6.525652174	4.74	36061.0501	25918.3	1	92.10075647	RF02	Carr Fire	Carr_Fire_b
18393	23	NA	2018-07-26 22:39:45	2018-07-26 22:40:05	NA	NA	NA	NA	NA	NA	NA	NA	
18477	24	NA	2018-07-26 22:42:25	2018-07-26 22:42:39	NA	NA	NA	NA	NA	NA	NA	NA	
18478	NA	24	2018-07-26 22:42:40	2018-07-26 22:48:45	6.525652174	7.02	43689.67811	60003.6	NA	111.584449	RF02	Carr Fire	
18479	24	NA	2018-07-26 22:48:46	2018-07-26 22:49:00	NA	NA	NA	NA	NA	NA	NA	NA	
18603	25	NA	2018-07-26 22:51:04	2018-07-26 22:51:18	NA	NA	NA	NA	NA	NA	NA	NA	
18604	NA	25	2018-07-26 22:51:19	2018-07-26 22:55:29	6.525652174	5.31	58486.29469	42624.19	NA	149.3753501	RF02	Carr Fire	
18605	25	NA	2018-07-26 22:55:30	2018-07-26 22:55:41	NA	NA	NA	NA	NA	NA	NA	NA	
18606	25.5	NA	2018-07-26 22:55:42	2018-07-26 22:55:44	NA	NA	NA	NA	NA	NA	NA	NA	
18607	26	NA	2018-07-26 22:55:45	2018-07-26 22:55:56	NA	NA	NA	NA	NA	NA	NA	NA	
18608	NA	26	2018-07-26 22:55:57	2018-07-26 23:03:15	6.525652174	5.51	78833.55358	75779.57	NA	201.3427202	RF02	Carr Fire	
18609	26	NA	2018-07-26 23:03:16	2018-07-26 23:03:30	NA	NA	NA	NA	NA	NA	NA	NA	
18653	27	NA	2018-07-26 23:04:14	2018-07-26 23:04:28	NA	NA	NA	NA	NA	NA	NA	NA	
18654	NA	27	2018-07-26 23:04:29	2018-07-26 23:14:34	6.525652174	7.32	85770.70816	99475.7	NA	219.0603735	RF02	Carr Fire	
18655	27	NA	2018-07-26 23:14:35	2018-07-26 23:14:49	NA	NA	NA	NA	NA	NA	NA	NA	
18757	28	NA	2018-07-26 23:16:31	2018-07-26 23:16:45	NA	NA	NA	NA	NA	NA	NA	NA	
18758	NA	28	2018-07-26 23:16:46	2018-07-26 23:19:53	6.525652174	4.64	57751.04443	69135.7	NA	147.4975039	RF02	Carr Fire	
18759	28	NA	2018-07-26 23:19:54	2018-07-26 23:20:08	NA	NA	NA	NA	NA	NA	NA	NA	
18981	29	NA	2018-07-26 23:23:50	2018-07-26 23:24:04	NA	NA	NA	NA	NA	NA	NA	NA	
18982	NA	29	2018-07-26 23:24:05	2018-07-26 23:29:54	6.525652174	5.4	62057.98595	49224.2	NA	158.4975322	RF02	Carr Fire	
18983	29	NA	2018-07-26 23:29:55	2018-07-26 23:30:09	NA	NA	NA	NA	NA	NA	NA	NA	
19575	30	NA	2018-07-26 23:40:01	2018-07-26 23:40:15	NA	NA	NA	NA	NA	NA	NA	NA	
19576	NA	30	2018-07-26 23:40:16	2018-07-26 23:50:26	6.525652174	8.03	61820.43024	58628.47	NA	157.8908095	RF02	Carr Fire	
19577	30	NA	2018-07-26 23:50:27	2018-07-26 23:50:41	NA	NA	NA	NA	NA	NA	NA	NA	
20205	31	NA	2018-07-27 00:01:12	2018-07-27 00:01:26	NA	NA	NA	NA	NA	NA	NA	NA	
20206	NA	31	2018-07-27 00:01:27	2018-07-27 00:06:43	6.525652174	4.2	30842.7577	32886.63	NA	78.77311692	RF02	Carr Fire	
20207	31.5	NA	2018-07-27 00:06:44	2018-07-27 00:06:45	NA	NA	NA	NA	NA	NA	NA	NA	
20208	NA	32	2018-07-27 00:06:46	2018-07-27 00:11:41	6.525652174	6.23	62194.93812	42642.2	NA	158.8473112	RF02	Carr Fire	
20209	32	NA	2018-07-27 00:11:42	2018-07-27 00:11:56	NA	NA	NA	NA	NA	NA	NA	NA	
20473	33	NA	2018-07-27 00:16:20	2018-07-27 00:16:34	NA	NA	NA	NA	NA	NA	NA	NA	
20474	NA	33	2018-07-27 00:16:35	2018-07-27 00:20:52	6.525652174	7.32	67000.04393	82409.33	NA	171.1196627	RF02	Carr Fire	
20475	NA	34	2018-07-27 00:20:53	2018-07-27 00:22:08	6.525652174	7.1	48149.56362	52201.52	NA	122.9750998	RF02	Carr Fire	
20476	NA	35	2018-07-27 00:22:09	2018-07-27 00:24:53	6.525652174	5.17	43320.78298	44335.7	NA	110.6422822	RF02	Carr Fire	
20477	35	NA	2018-07-27 00:24:54	2018-07-27 00:25:08	NA	NA	NA	NA	NA	NA	NA	NA	
20859	36	NA	2018-07-27 00:31:30	2018-07-27 00:31:44	NA	NA	NA	NA	NA	NA	NA	NA	
20860	NA	36	2018-07-27 00:31:45	2018-07-27 00:42:08	6.525652174	6.75	91226.49823	96325.89	NA	232.9945876	RF02	Carr Fire	
20861	36.5	NA	2018-07-27 00:42:09	2018-07-27 00:42:18	NA	NA	NA	NA	NA	NA	NA	NA	
20862	NA	37	2018-07-27 00:42:19	2018-07-27 00:48:49	6.525652174	5.53	99210.71392	94630.42	NA	253.3864592	RF02	Carr Fire	
20863	37	NA	2018-07-27 00:48:50	2018-07-27 00:49:04	NA	NA	NA	NA	NA	NA	NA	NA	
35307	38	NA	2018-07-30 22:47:10	2018-07-30 22:47:39	NA	NA	NA	NA	NA	NA	NA	NA	
35309	NA	38	2018-07-30 22:47:40	2018-07-30 22:48:39	9.1595	7.46	11555.23713	12093.19	1	21.02596054	RF03	Taylor Creek Fire	Taylor_Creek_Fire_a
35484	38	NA	2018-07-30 22:48:40	2018-07-30 22:49:10	NA	NA	NA	NA	NA	NA	NA	NA	
35485	39	NA	2018-07-30 22:51:00	2018-07-30 22:51:29	NA	NA	NA	NA	NA	NA	NA	NA	
35489	NA	39	2018-07-30 22:51:30	2018-07-30 22:52:44	9.1595	9.03	12916.49298	10128.99	1	23.5029077	RF03	Taylor Creek Fire	Taylor_Creek_Fire_a
35692	39	NA	2018-07-30 22:52:45	2018-07-30 22:53:15	NA	NA	NA	NA	NA	NA	NA	NA	
35693	40	NA	2018-07-30 22:55:38	2018-07-30 22:55:52	NA	NA	NA	NA	NA	NA	NA	NA	
35694	NA	40	2018-07-30 22:55:53	2018-07-30 22:56:38	9.1595	8.18	17387.56575	19359.49	NA	31.63849147	RF03	Taylor Creek Fire	
35992	41	NA	2018-07-30 23:01:36	2018-07-30 23:01:50	NA	NA	NA	NA	NA	NA	NA	NA	
35993	NA	41	2018-07-30 23:01:51	2018-07-30 23:02:45	9.1595	9.77	17751.56288	17872.4	NA	32.30082225	RF03	Taylor Creek Fire	
36270	42	NA	2018-07-30 23:07:22	2018-07-30 23:07:36	NA	NA	NA	NA	NA	NA	NA	NA	
36271	NA	42	2018-07-30 23:07:37	2018-07-30 23:08:31	9.1595	8.7	19937.38607	21854.18	NA	36.27815578	RF03	Taylor Creek Fire	
36556	43	NA	2018-07-30 23:13:16	2018-07-30 23:13:30	NA	NA	NA	NA	NA	NA	NA	NA	
36557	NA	43	2018-07-30 23:13:31	2018-07-30 23:14:22	9.1595	10.45	25767.95217	25698.18	NA	46.88747962	RF03	Taylor Creek Fire	
36885	44	NA	2018-07-30 23:19:50	2018-07-30 23:20:04	NA	NA	NA	NA	NA	NA	NA	NA	
36886	NA	44	2018-07-30 23:20:05	2018-07-30 23:21:10	9.1595	8.45	25846.46856	26921.57	NA	47.03034838	RF03	Taylor Creek Fire	
37167	45	NA	2018-07-30 23:25:51	2018-07-30 23:26:05	NA	NA	NA	NA	NA	NA	NA	NA	
37168	NA	45	2018-07-30 23:26:06	2018-07-30 23:27:10	9.1595	10.18	33728.40468	33054.98	NA	61.37235418	RF03	Taylor Creek Fire	
37409	46	NA	2018-07-30 23:31:11	2018-07-30 23:31:22	NA	NA	NA	NA	NA	NA	NA	NA	
37413	NA	46	2018-07-30 23:31:26	2018-07-30 23:32:38	9.1595	9.61	35452.77348	38385.11	NA	64.51002325	RF03	Taylor Creek Fire	
37597	47	NA	2018-07-30 23:35:42	2018-07-30 23:35:51	NA	NA	NA	NA	NA	NA	NA	NA	
37598	NA	47	2018-07-30 23:35:52	2018-07-30 23:36:35	9.1595	10.05	40144.35616	39536.13	NA	73.04684782	RF03	Taylor Creek Fire	
38213	48	NA	2018-07-30 23:46:52	2018-07-30 23:47:06	NA	NA	NA	NA	NA	NA	NA	NA	
38214	NA	48	2018-07-30 23:47:07	2018-07-30 23:48:15	9.1595	10.34	46245.81792	47018.08	NA	84.14909459	RF03	Taylor Creek Fire	
39382	49	NA	2018-07-31 00:07:43	2018-07-31 00:07:59	NA	NA	NA	NA	NA	NA	NA	NA	
39383	NA	49	2018-07-31 00:08:00	2018-07-31 00:10:03	9.1595	8.98	54778.18694	50542.19	NA	99.67463096	RF03	Taylor Creek Fire	
39859	50	NA	2018-07-31 00:17:59	2018-07-31 00:18:13	NA	NA	NA	NA	NA	NA	NA	NA	
39860	NA	50	2018-07-31 00:18:14	2018-07-31 00:20:02	9.1595	8.82	59880.85769	62038.53	NA	108.9594732	RF03	Taylor Creek Fire	
40052	51	NA	2018-07-31 00:23:14	2018-07-31 00:23:28	NA	NA	NA	NA	NA	NA	NA	NA	
40053	NA	51	2018-07-31 00:23:29	2018-07-31 00:24:49	9.1595	9.86	68543.32396	67298.91	NA	124.7217351	RF03	Taylor Creek Fire	
40442	52	NA	2018-07-31 00:31:18	2018-07-31 00:31:32	NA	NA	NA	NA	NA	NA	NA	NA	
40443	NA	52	2018-07-31 00:31:33	2018-07-31 00:33:06	9.1595	8.69	66341.74169	68786.54	NA	120.7157263	RF03	Taylor Creek Fire	
41115	53	NA	2018-07-31 00:44:21	2018-07-31 00:44:35	NA	NA	NA	NA	NA	NA	NA	NA	
41116	NA	53	2018-07-31 00:44:36	2018-07-31 00:45:13	9.1595	8.64	72801.64583	71472.15	NA	132.4701964	RF03	Taylor Creek Fire	
41188	54	NA	2018-07-31 00:46:25	2018-07-31 00:46:39	NA	NA	NA	NA	NA	NA	NA	NA	
41189	NA	54	2018-07-31 00:46:40	2018-07-31 00:48:10	9.1595	9.8	76125.75258	79214.26	NA	138.5187557	RF03	Taylor Creek Fire	
41222	NA	55	2018-07-31 00:48:43	2018-07-31 00:49:20	9.1595	8.59	80995.26208	81365.98	NA	147.3793367	RF03	Taylor Creek Fire	
41243	55	NA	2018-07-31 00:49:41	2018-07-31 00:49:50	NA	NA	NA	NA	NA	NA	NA	NA	
41244	56	NA	2018-07-31 00:49:51	2018-07-31 00:49:59	NA	NA	NA	NA	NA	NA	NA	NA	
41245	NA	56	2018-07-31 00:50:00	2018-07-31 00:50:57	9.1595	8.85	75511.91536	76493.65	NA	137.4018148	RF03	Taylor Creek Fire	
41303	57	NA	2018-07-31 00:51:55	2018-07-31 00:52:09	NA	NA	NA	NA	NA	NA	NA	NA	
41304	NA	57	2018-07-31 00:52:10	2018-07-31 00:53:51	9.1595	8.74	74891.66245	79174.75	NA	136.2731999	RF03	Taylor Creek Fire	
41305	57	NA	2018-07-31 00:53:52	2018-07-31 00:54:06	NA	NA	NA	NA	NA	NA	NA	NA	
48627	58	NA	2018-07-31 20:38:55	2018-07-31 20:39:24	NA	NA	NA	NA	NA	NA	NA	NA	
48791	NA	58	2018-07-31 20:39:25	2018-07-31 20:41:39	6.344	6.29	20238.95979	22643.92	1	53.17086955	RF04	Sharps Fire	Sharps_Fire_a
49349	58	NA	2018-07-31 20:41:40	2018-07-31 20:42:10	NA	NA	NA	NA	NA	NA	NA	NA	
49350	59	NA	2018-07-31 20:53:45	2018-07-31 20:54:14	NA	NA	NA	NA	NA	NA	NA	NA	
49538	NA	59	2018-07-31 20:54:15	2018-07-31 20:55:29	6.344	7.15	19402.76613	20192.84	1	50.97405982	RF04	Sharps Fire	Sharps_Fire_a
49539	59	NA	2018-07-31 20:55:30	2018-07-31 20:56:00	NA	NA	NA	NA	NA	NA	NA	NA	
49603	NA	60	2018-07-31 20:56:17	2018-07-31 20:58:34	6.344	3.47	28857.68521	22814.45	NA	75.81359083	RF04	Sharps Fire	
49681	60	NA	2018-07-31 20:59:52	2018-07-31 21:00:06	NA	NA	NA	NA	NA	NA	NA	NA	
49843	61	NA	2018-07-31 21:02:48	2018-07-31 21:03:02	NA	NA	NA	NA	NA	NA	NA	NA	
49844	NA	61	2018-07-31 21:03:03	2018-07-31 21:08:20	6.344	4.21	30824.54014	43060.43	NA	80.98082214	RF04	Sharps Fire	
50039	61	NA	2018-07-31 21:11:35	2018-07-31 21:11:49	NA	NA	NA	NA	NA	NA	NA	NA	
50143	62	NA	2018-07-31 21:13:33	2018-07-31 21:13:47	NA	NA	NA	NA	NA	NA	NA	NA	
50338	NA	62	2018-07-31 21:17:04	2018-07-31 21:19:41	6.344	7.84	42006.14215	45467.75	NA	110.3566156	RF04	Sharps Fire	
50493	NA	63	2018-07-31 21:22:16	2018-07-31 21:23:49	6.344	3.92	49426.66005	46161.22	NA	129.8514608	RF04	Sharps Fire	
50494	63	NA	2018-07-31 21:23:50	2018-07-31 21:24:04	NA	NA	NA	NA	NA	NA	NA	NA	
50629	64	NA	2018-07-31 21:26:19	2018-07-31 21:26:33	NA	NA	NA	NA	NA	NA	NA	NA	
50843	NA	64	2018-07-31 21:30:07	2018-07-31 21:33:21	6.344	8.83	50129.57404	48470.05	NA	131.6981243	RF04	Sharps Fire	
51146	NA	65	2018-07-31 21:38:24	2018-07-31 21:41:27	6.344	7.2	65847.84172	71403.17	NA	172.9924383	RF04	Sharps Fire	
51267	65	NA	2018-07-31 21:43:28	2018-07-31 21:43:42	NA	NA	NA	NA	NA	NA	NA	NA	
51952	66	NA	2018-07-31 21:55:09	2018-07-31 21:55:23	NA	NA	NA	NA	NA	NA	NA	NA	
52114	NA	66	2018-07-31 21:58:05	2018-07-31 22:01:17	6.344	7.86	122536.3392	103302.4	NA	321.9218665	RF04	Sharps Fire	
52442	66	NA	2018-07-31 22:06:45	2018-07-31 22:06:59	NA	NA	NA	NA	NA	NA	NA	NA	
52609	67	NA	2018-07-31 22:09:46	2018-07-31 22:10:00	NA	NA	NA	NA	NA	NA	NA	NA	
52610	NA	67	2018-07-31 22:10:01	2018-07-31 22:18:52	6.344	9.42	149450.3432	167803.52	NA	392.6291068	RF04	Sharps Fire	
52611	67	NA	2018-07-31 22:18:53	2018-07-31 22:19:07	NA	NA	NA	NA	NA	NA	NA	NA	
52955	68	NA	2018-07-31 22:24:51	2018-07-31 22:25:05	NA	NA	NA	NA	NA	NA	NA	NA	
52956	NA	68	2018-07-31 22:25:06	2018-07-31 22:27:50	6.344	8.91	103550.9976	103274.94	NA	272.0444452	RF04	Sharps Fire	
52957	68	NA	2018-07-31 22:27:51	2018-07-31 22:28:05	NA	NA	NA	NA	NA	NA	NA	NA	
58406	69	NA	2018-08-01 00:02:50	2018-08-01 00:03:19	NA	NA	NA	NA	NA	NA	NA	NA	
58651	NA	69	2018-08-01 00:03:20	2018-08-01 00:05:39	6.344	3.67	18442.96298	21469.76	1	48.45250888	RF04	Sharps Fire	Sharps_Fire_b
58652	69	NA	2018-08-01 00:05:40	2018-08-01 00:06:10	NA	NA	NA	NA	NA	NA	NA	NA	
58944	NA	70	2018-08-01 00:10:19	2018-08-01 00:17:03	6.344	2.55	64809.98185	48845.15	NA	170.2658203	RF04	Sharps Fire	
58945	70	NA	2018-08-01 00:17:04	2018-08-01 00:17:18	NA	NA	NA	NA	NA	NA	NA	NA	
59235	71	NA	2018-08-01 00:22:08	2018-08-01 00:22:22	NA	NA	NA	NA	NA	NA	NA	NA	
59236	NA	71	2018-08-01 00:22:23	2018-08-01 00:25:00	6.344	7.28	106226.2221	103967.05	NA	279.0726725	RF04	Sharps Fire	
59268	72	NA	2018-08-01 00:25:32	2018-08-01 00:25:46	NA	NA	NA	NA	NA	NA	NA	NA	
59269	NA	72	2018-08-01 00:25:47	2018-08-01 00:30:43	6.344	6.52	121627.7506	111979.69	NA	319.5348639	RF04	Sharps Fire	
59462	72	NA	2018-08-01 00:33:56	2018-08-01 00:34:10	NA	NA	NA	NA	NA	NA	NA	NA	
60549	73	NA	2018-08-01 00:52:19	2018-08-01 00:52:33	NA	NA	NA	NA	NA	NA	NA	NA	
60801	NA	73	2018-08-01 00:56:45	2018-08-01 01:00:56	6.344	4.3	32253.27004	37180.01	NA	84.73431599	RF04	Sharps Fire	
60959	74	NA	2018-08-01 01:03:34	2018-08-01 01:03:48	NA	NA	NA	NA	NA	NA	NA	NA	
60960	NA	74	2018-08-01 01:03:49	2018-08-01 01:08:50	6.344	5.49	37699.73489	26128.33	NA	99.04301937	RF04	Sharps Fire	
60961	74	NA	2018-08-01 01:08:51	2018-08-01 01:09:05	NA	NA	NA	NA	NA	NA	NA	NA	
62343	75	NA	2018-08-01 01:32:09	2018-08-01 01:32:23	NA	NA	NA	NA	NA	NA	NA	NA	
62344	NA	75	2018-08-01 01:32:24	2018-08-01 01:38:27	6.344	5.32	164694.773	179913.29	NA	432.6785757	RF04	Sharps Fire	
62345	75	NA	2018-08-01 01:38:28	2018-08-01 01:38:42	NA	NA	NA	NA	NA	NA	NA	NA	
62448	76	NA	2018-08-01 01:40:25	2018-08-01 01:40:39	NA	NA	NA	NA	NA	NA	NA	NA	
62449	NA	76	2018-08-01 01:40:40	2018-08-01 01:43:18	6.344	7.55	136181.2678	144428.94	NA	357.7691986	RF04	Sharps Fire	
62450	76	NA	2018-08-01 01:43:19	2018-08-01 01:43:33	NA	NA	NA	NA	NA	NA	NA	NA	
62833	77	NA	2018-08-01 01:49:58	2018-08-01 01:50:12	NA	NA	NA	NA	NA	NA	NA	NA	
62834	NA	77	2018-08-01 01:50:13	2018-08-01 01:53:44	6.344	9.1	58104.69909	72732.98	NA	152.6500081	RF04	Sharps Fire	
62835	77	NA	2018-08-01 01:53:45	2018-08-01 01:53:59	NA	NA	NA	NA	NA	NA	NA	NA	
67169	78	NA	2018-08-02 19:40:14	2018-08-02 19:40:28	NA	NA	NA	NA	NA	NA	NA	NA	
67170	NA	78	2018-08-02 19:40:29	2018-08-02 19:54:26	10.97266667	5.94	552792.7427	NA	NA	839.6511676	RF05	Mendocino Complex Fire aged	
67171	NA	79	2018-08-02 19:54:27	2018-08-02 20:03:17	10.97266667	12.38	504374.9374	NA	NA	766.1081132	RF05	Mendocino Complex Fire aged	
67172	NA	80	2018-08-02 20:03:18	2018-08-02 20:10:33	10.97266667	13.56	451102.3779	NA	NA	685.1910473	RF05	Mendocino Complex Fire aged	
67173	NA	81	2018-08-02 20:10:34	2018-08-02 20:15:48	10.97266667	13.99	409149.6627	NA	NA	621.4679851	RF05	Mendocino Complex Fire aged	
