dat_flg	plume_bg_num	plume_num	t_start	t_stop	wind_speed_m_per_s_new	wind_speed_m_per_s	dist_from_fire_m_new	dist_from_fire_m	IsEmissionPass	Age_physical_avg_min	Flight_ID	closest_fire	emission_pass_name
205069	228	NA	2018-08-20 23:27:53	2018-08-20 23:28:07	NA	NA	NA	NA	NA	NA	NA	NA	
205380	229	NA	2018-08-20 23:33:18	2018-08-20 23:33:32	NA	NA	NA	NA	NA	NA	NA	NA	
205381	NA	229	2018-08-20 23:33:33	2018-08-20 23:38:15	6.662	5.17	82375.2193	89931.16	NA	206.0823059	RF13	Mendocino Complex Fire	
205382	229	NA	2018-08-20 23:38:16	2018-08-20 23:38:30	NA	NA	NA	NA	NA	NA	NA	NA	
206173	230	NA	2018-08-20 23:51:43	2018-08-20 23:51:57	NA	NA	NA	NA	NA	NA	NA	NA	
206174	NA	230	2018-08-20 23:51:58	2018-08-20 23:56:46	6.662	8.73	81523.96169	78223.59	NA	203.9526711	RF13	Mendocino Complex Fire	
206175	230	NA	2018-08-20 23:56:47	2018-08-20 23:57:01	NA	NA	NA	NA	NA	NA	NA	NA	
206606	231	NA	2018-08-21 00:03:45	2018-08-21 00:04:14	NA	NA	NA	NA	NA	NA	NA	NA	
206607	NA	231	2018-08-21 00:04:15	2018-08-21 00:10:14	6.662	5.3	58721.55621	72532.1	NA	146.9067252	RF13	Mendocino Complex Fire	
206608	231	NA	2018-08-21 00:10:15	2018-08-21 00:10:45	NA	NA	NA	NA	NA	NA	NA	NA	
206872	232	NA	2018-08-21 00:14:10	2018-08-21 00:14:39	NA	NA	NA	NA	NA	NA	NA	NA	
206873	NA	232	2018-08-21 00:14:40	2018-08-21 00:20:44	6.662	7.22	55829.83312	48087.43	1	139.6723534	RF13	Mendocino Complex Fire	Mendocino_Complex_Fire_a
206874	232	NA	2018-08-21 00:20:45	2018-08-21 00:21:15	NA	NA	NA	NA	NA	NA	NA	NA	
208227	233	NA	2018-08-21 00:42:55	2018-08-21 00:43:09	NA	NA	NA	NA	NA	NA	NA	NA	
208228	NA	233	2018-08-21 00:43:10	2018-08-21 01:01:18	4.44	3.07	NA	NA	NA	46975.69481	RF13	North CA aged/uncertain	
208229	233	NA	2018-08-21 01:01:19	2018-08-21 01:01:33	NA	NA	NA	NA	NA	NA	NA	NA	
208239	234	NA	2018-08-21 01:01:43	2018-08-21 01:01:57	NA	NA	NA	NA	NA	NA	NA	NA	
208240	NA	234	2018-08-21 01:01:58	2018-08-21 01:20:34	4.44	5.73	NA	NA	NA	46559.16151	RF13	North CA aged/uncertain	
208241	234	NA	2018-08-21 01:20:35	2018-08-21 01:20:49	NA	NA	NA	NA	NA	NA	NA	NA	
208277	235	NA	2018-08-21 01:21:25	2018-08-21 01:21:39	NA	NA	NA	NA	NA	NA	NA	NA	
208278	NA	235	2018-08-21 01:21:40	2018-08-21 01:40:17	4.44	4.52	NA	NA	NA	46216.21143	RF13	North CA aged/uncertain	
208279	235	NA	2018-08-21 01:40:18	2018-08-21 01:40:32	NA	NA	NA	NA	NA	NA	NA	NA	
235310	NA	236	2018-08-26 20:08:48	2018-08-26 20:13:51	16.995	15.42	29370.98889	27617.29	NA	28.80355878	RF15	South Sugarloaf Fire	
235776	NA	237	2018-08-26 20:21:37	2018-08-26 20:25:52	16.995	11.74	45278.25693	47086.33	NA	44.40350783	RF15	South Sugarloaf Fire	
236386	NA	238	2018-08-26 20:36:04	2018-08-26 20:41:53	16.995	18.02	50800.22811	59745.95	NA	49.81879779	RF15	South Sugarloaf Fire	
236942	NA	239	2018-08-26 20:51:09	2018-08-26 20:57:31	16.995	14.23	68695.225	67187.66	NA	67.36807394	RF15	South Sugarloaf Fire	
237284	NA	240	2018-08-26 21:03:15	2018-08-26 21:11:24	16.995	16.08	74742.35576	87586.29	NA	73.29837772	RF15	South Sugarloaf Fire	
237926	NA	241	2018-08-26 21:22:06	2018-08-26 21:29:24	16.995	13.15	79312.31079	75773.62	NA	77.78004392	RF15	South Sugarloaf Fire	
238476	NA	242	2018-08-26 21:38:37	2018-08-26 21:47:16	16.995	15.2	86881.15039	99537.3	NA	85.20265802	RF15	South Sugarloaf Fire	
238800	NA	243	2018-08-26 22:00:28	2018-08-26 22:06:12	16.995	18.04	83261.53491	79154.78	NA	81.65297138	RF15	South Sugarloaf Fire	
239328	NA	244	2018-08-26 22:15:00	2018-08-26 22:21:24	16.995	21.1	142445.74	146206.61	NA	139.6937726	RF15	South Sugarloaf Fire	
240010	NA	245	2018-08-26 22:32:46	2018-08-26 22:42:04	16.995	18.17	150979.0657	151132.92	NA	148.0622396	RF15	South Sugarloaf Fire	
240382	NA	246	2018-08-26 22:48:16	2018-08-26 22:57:01	16.995	18.64	146593.0356	152237.58	NA	143.760945	RF15	South Sugarloaf Fire	
240636	NA	247	2018-08-26 23:01:15	2018-08-26 23:10:40	16.995	15.24	148097.7108	152509	NA	145.2365507	RF15	South Sugarloaf Fire	
241157	NA	248	2018-08-26 23:19:21	2018-08-26 23:27:29	16.995	20.13	149809.5689	154636.59	NA	146.9153368	RF15	South Sugarloaf Fire	
241930	NA	249	2018-08-26 23:40:24	2018-08-26 23:48:06	16.995	15.45	82308.23382	85576.04	NA	80.71808749	RF15	South Sugarloaf Fire	
242529	NA	250	2018-08-26 23:58:05	2018-08-27 00:06:27	16.995	16.57	82650.62476	90388.25	NA	81.05386364	RF15	South Sugarloaf Fire	
242989	NA	251	2018-08-27 00:14:06	2018-08-27 00:20:41	16.995	14.32	83635.72603	84879.62	NA	82.01993334	RF15	South Sugarloaf Fire	
243743	NA	252	2018-08-27 00:33:18	2018-08-27 00:41:56	16.995	16.95	83714.21813	93388.16	NA	82.09690902	RF15	South Sugarloaf Fire	
244022	236	NA	2018-08-27 00:46:35	2018-08-27 00:46:35	NA	NA	NA	NA	NA	NA	NA	NA	
244023	237	NA	2018-08-27 00:46:36	2018-08-27 00:46:36	NA	NA	NA	NA	NA	NA	NA	NA	
244024	238	NA	2018-08-27 00:46:37	2018-08-27 00:46:37	NA	NA	NA	NA	NA	NA	NA	NA	
244025	239	NA	2018-08-27 00:46:38	2018-08-27 00:46:38	NA	NA	NA	NA	NA	NA	NA	NA	
244026	240	NA	2018-08-27 00:46:39	2018-08-27 00:46:39	NA	NA	NA	NA	NA	NA	NA	NA	
244027	241	NA	2018-08-27 00:46:40	2018-08-27 00:46:40	NA	NA	NA	NA	NA	NA	NA	NA	
244028	242	NA	2018-08-27 00:46:41	2018-08-27 00:46:41	NA	NA	NA	NA	NA	NA	NA	NA	
244029	243	NA	2018-08-27 00:46:42	2018-08-27 00:46:42	NA	NA	NA	NA	NA	NA	NA	NA	
244030	244	NA	2018-08-27 00:46:43	2018-08-27 00:46:43	NA	NA	NA	NA	NA	NA	NA	NA	
244031	245	NA	2018-08-27 00:46:44	2018-08-27 00:46:44	NA	NA	NA	NA	NA	NA	NA	NA	
244032	246	NA	2018-08-27 00:46:45	2018-08-27 00:46:45	NA	NA	NA	NA	NA	NA	NA	NA	
244033	247	NA	2018-08-27 00:46:46	2018-08-27 00:46:46	NA	NA	NA	NA	NA	NA	NA	NA	
244034	248	NA	2018-08-27 00:46:47	2018-08-27 00:46:47	NA	NA	NA	NA	NA	NA	NA	NA	
244035	249	NA	2018-08-27 00:46:48	2018-08-27 00:46:48	NA	NA	NA	NA	NA	NA	NA	NA	
244036	250	NA	2018-08-27 00:46:49	2018-08-27 00:46:49	NA	NA	NA	NA	NA	NA	NA	NA	
244037	251	NA	2018-08-27 00:46:50	2018-08-27 00:46:50	NA	NA	NA	NA	NA	NA	NA	NA	
244038	252	NA	2018-08-27 00:46:51	2018-08-27 00:46:51	NA	NA	NA	NA	NA	NA	NA	NA	
244039	253	NA	2018-08-27 00:46:52	2018-08-27 00:46:52	NA	NA	NA	NA	NA	NA	NA	NA	
244040	254	NA	2018-08-27 00:46:53	2018-08-27 00:46:53	NA	NA	NA	NA	NA	NA	NA	NA	
244041	255	NA	2018-08-27 00:46:54	2018-08-27 00:46:54	NA	NA	NA	NA	NA	NA	NA	NA	
244042	256	NA	2018-08-27 00:46:55	2018-08-27 00:46:55	NA	NA	NA	NA	NA	NA	NA	NA	
244043	257	NA	2018-08-27 00:46:56	2018-08-27 00:46:56	NA	NA	NA	NA	NA	NA	NA	NA	
244438	NA	253	2018-08-27 00:53:31	2018-08-27 00:58:54	16.995	16.01	46705.93759	53814.18	NA	45.80360654	RF15	South Sugarloaf Fire	
244934	NA	254	2018-08-27 01:07:13	2018-08-27 01:11:04	16.995	19.97	48067.5449	50958.97	NA	47.13890841	RF15	South Sugarloaf Fire	
245333	NA	255	2018-08-27 01:17:43	2018-08-27 01:22:42	16.995	19.85	48519.3347	49975.62	NA	47.5819699	RF15	South Sugarloaf Fire	
245694	NA	256	2018-08-27 01:28:43	2018-08-27 01:33:41	16.995	21.46	66839.7921	66607.36	NA	65.54848691	RF15	South Sugarloaf Fire	
246316	NA	257	2018-08-27 01:44:03	2018-08-27 01:47:57	16.995	18.15	94974.6705	95999.58	NA	93.13981612	RF15	South Sugarloaf Fire	
246317	258		2018-09-10 20:22:45	2018-09-10 20:23:14					NA		RF18		
246318		258	2018-09-10 20:23:15	2018-09-10 20:24:14	4.720	4.720	4825.805	4825.805	1	17.04195	RF18	Red Feather Lakes Rx Fire	Red_Feather_Lakes_Rx_Fire_a
246319	258		2018-09-10 20:24:15	2018-09-10 20:24:45					NA		RF18		
246320	259		2018-09-10 22:25:35	2018-09-10 22:26:04					NA		RF18		
246321		259	2018-09-10 22:26:05	2018-09-10 22:26:34	3.220	3.220	3456.210	3456.210	1	17.89452	RF18	Red Feather Lakes Rx Fire	Red_Feather_Lakes_Rx_Fire_b
246322	259		2018-09-10 22:26:35	2018-09-10 22:27:05					NA		RF18		
246323		260	2018-09-13 21:16:47	2018-09-13 21:17:59	17.688	17.688	24746.081	24746.081	1	23.3179	RF19	Silver Creek Fire	Silver_Creek_Fire_a
246324	260.5		2018-09-13 21:18:00	2018-09-13 21:18:14					NA		RF19		
246325		261	2018-09-13 21:18:15	2018-09-13 21:18:59	15.778	15.778	27340.886	27340.886	1	28.8812	RF19	Silver Creek Fire	Silver_Creek_Fire_b
246326	261		2018-09-13 21:19:00	2018-09-13 21:19:30					NA		RF19		
