Age_physical_avg_min,PRESSURE,TEMPERATURE,RHUM,SZA,JNO2_NO_O3P,JHNO2_OH_NO,JH2O2_2OH,JHNO3_OH_NO2,JO3_O2_O1D,JCH2O_H_HCO,JCH2O_H2_CO,JNO3_NO_O2,JNO3_NO2_O_3P
49.84904067,699.2776565625,286.17451715,43.2544925625,57.445497674375,0.0087079025625,0.0013701335625,5.5840729375e-06,3.5716830625e-07,1.455427375e-05,2.33272325e-05,4.2477328749999994e-05,0.0234530325,0.19600301875
50.68881562,690.12951096875,283.7602329,50.980593875,26.7011729109375,0.0113201378125,0.001839134625,9.122853625000001e-06,7.585480625e-07,4.15953221875e-05,4.13446928125e-05,6.416256125e-05,0.0256685978125,0.215463028125
58.57658389,666.3890262580651,281.284015222581,66.1899035555556,25.2167463154839,0.011203835483871,0.0018305000322580603,9.17490525806452e-06,7.69277561290323e-07,4.27079609677419e-05,4.20919858064516e-05,6.47153961290323e-05,0.0252124703225806,0.211020309677419
62.99652878,690.3126007000001,283.6466395,50.0575947,25.774875936500003,0.011214746499999999,0.00182966415,9.2223497e-06,7.741515699999999e-07,4.2679241e-05,4.2012532e-05,6.47076885e-05,0.025176930499999996,0.210966735
94.86470578,717.5944486666671,287.150007955556,42.523913722222204,31.3233316405556,0.0103262116666667,0.00164697561111111,7.825180500000001e-06,6.27332961111111e-07,3.31985433333333e-05,3.45282227777778e-05,5.52697161111111e-05,0.0256738138888889,0.21474282777777803
96.23395998,717.5728469523809,286.887345280952,42.2957368571429,30.1358205161905,0.0116576714285714,0.00188072042857143,9.21931323809524e-06,7.561972428571429e-07,4.0645286190476206e-05,4.11543914285714e-05,6.47452752380952e-05,0.0271477785714286,0.22770925238095197
102.6979926,684.535445266667,284.52347589999994,44.356961,60.74631032866671,0.00751321086666667,0.0011664554,4.496205533333329e-06,2.70112713333333e-07,1.03634286666667e-05,1.8430214e-05,3.47679953333333e-05,0.0226043986666667,0.18599129333333303
116.7871731,716.7593311764709,287.239958252941,41.187342125,37.7406205611765,0.009866234117647059,0.00157566905882353,7.3402313529411805e-06,5.67449394117647e-07,2.8789071764705898e-05,3.21462941176471e-05,5.2563907058823496e-05,0.02382269,0.20118051176470603
123.8811074,690.146972666667,283.777529633333,50.166034,27.7986525906667,0.0114767966666667,0.00188036773333333,9.542198266666671e-06,8.00142266666667e-07,4.385164333333329e-05,4.3578669333333294e-05,6.70523953333333e-05,0.0253741906666667,0.21246994
188.8875742,689.54606628125,284.35363199375,51.5416624,34.925254116875,0.010779781875,0.001748509125,8.50950728125e-06,6.83643725e-07,3.5945753125e-05,3.82859221875e-05,6.06553625e-05,0.02505874,0.2099899875
197.4985003,703.0716521052631,286.18394689999997,45.599225447368404,41.6598739278947,0.00921278415789474,0.00149295257894737,6.97694865789474e-06,5.335034999999999e-07,2.6543445263157897e-05,3.07616284210526e-05,5.041479578947371e-05,0.0211088218421053,0.178588915789474
280.1696992,702.549599833333,286.476858519048,44.481516190476206,46.7217853802381,0.00949032907142857,0.00151549935714286,6.84778192857143e-06,5.014317571428571e-07,2.3743654999999998e-05,2.9815475238095196e-05,5.0116950952381e-05,0.0241214711904762,0.200936576190476
341.5170966,699.480780285714,286.962591042857,42.5489685657895,51.2662892063636,0.00928264484415584,0.0014803201038961,6.55827566233766e-06,4.63229037662338e-07,2.09244096103896e-05,2.83058818181818e-05,4.86262849350649e-05,0.0238280711688312,0.198567933766234
