Age_physical_avg_min,PRESSURE,TEMPERATURE,RHUM,SZA,JNO2_NO_O3P,JHNO2_OH_NO,JH2O2_2OH,JHNO3_OH_NO2,JO3_O2_O1D,JCH2O_H_HCO,JCH2O_H2_CO,JNO3_NO_O2,JNO3_NO2_O3P,JN2O5_NO3_NO2,JHNO4_HO2_NO2_UV_VISonly,JCH3CHO_CH3_HCO,JPropanal_C2H5_HCO,JCH3OOH_CH3O_OH,JMeONO2_CH3O_NO2,JEthONO2_CH3CH2O_NO2,JCH3COOONO2_CH3COOO_NO2,JCH3COOONO2_CH3COO_NO3,JMAC_Products,JMVK_Products,JAcetone_CH3CO_CH3,JMEK_CH3CO_CH2CH3,JHydroxyacetone_CH3COO_CH3,JHydroxyacetone_CH3CO_CH3O,JCHOCHO_HCO_HCO,JCHOCHO_H2_2CO,JCHOCHO_CH2O_CO,JCH3COCHO_CH3CO_HCO,J23Butanedione_Products,JCl2_Cl_Cl,JClO_Cl_O3P,JClNO2_Cl_NO2,JClONO_Cl_NO2,JClONO2_Cl_NO3,JClONO2_ClO_NO2,JBr2_Br_Br,JBrO_Br_O,JHOBr_OH_Br,JBrNO_Br_NO,JBrONO_Br_NO2,JBrONO_BrO_NO,JBrNO2_Br_NO2,JBrONO2_BrO_NO2,JBrONO2_Br_NO3,JBrCl_Br_Cl,JCHBr3_Products
23.3179,516.3114504,268.54988210000005,8.8551508,46.990758616,0.011365436000000001,0.0017477284,6.942863e-06,4.803635e-07,2.376917e-05,3.0685784e-05,5.3249196e-05,0.033316336,0.27369806,3.1337902e-05,6.2196272e-06,6.560305400000001e-06,2.0282910000000003e-05,5.4037544000000004e-06,6.6027748e-07,1.062101e-06,3.6704813999999997e-07,1.5730634e-07,5.3924080000000005e-06,6.3913782e-06,3.6146322e-07,5.7648672e-06,8.3082528e-07,8.3082528e-07,9.1186424e-05,1.581719e-05,2.9585368e-05,0.00017721202,0.00042674564000000007,0.0026023026,3.6329856e-05,0.00032390734,0.0042318924,4.1621444e-05,6.676686999999999e-06,0.050220728,0.037822574,0.0028310414,0.032225918,0.0114423682,0.0114423682,0.006289146,0.00025918376,0.0014687082,0.01518443,8.290920799999999e-07
28.8812,516.214294666667,266.773707566667,15.432656666666698,47.1832785166667,0.01138165,0.001804804,7.4154539999999996e-06,5.193923e-07,2.575724e-05,3.342878e-05,5.704276e-05,0.02990265,0.2469924,3.285442e-05,6.758302e-06,7.148367e-06,2.208971e-05,5.787428e-06,7.118383e-07,1.1435509999999999e-06,3.919436e-07,1.679758e-07,5.691628e-06,6.8517439999999995e-06,3.826849e-07,6.280592e-06,9.060849000000001e-07,9.060849000000001e-07,9.157575e-05,1.712083e-05,3.163658e-05,0.0001800724,0.00040490970000000003,0.002694223,3.936852e-05,0.00034309410000000004,0.004502837,4.2606570000000004e-05,7.177699e-06,0.04680394,0.04031488,0.002807987,0.03009468,0.01224007,0.01224007,0.006168588000000001,0.0002590823,0.001468133,0.01460682,8.830322e-07
