Age_physical_avg_min,PRESSURE,TEMPERATURE,RHUM,SZA,JNO2_NO_O3P,JHNO2_OH_NO,JH2O2_2OH,JHNO3_OH_NO2,JO3_O2_O1D,JCH2O_H_HCO,JCH2O_H2_CO,JNO3_NO_O2,JNO3_NO2_O_3P
24.56986828,574.962855714286,275.488386471429,43.8133124285714,35.6057537728571,0.0066834635714285,0.0009674144,3.44663671428571e-06,2.31819614285714e-07,1.17534644285714e-05,1.41009571428571e-05,2.56272114285714e-05,0.0292609257142857,0.230471585714286
47.13992983,574.8220725,275.441103066667,42.0069543333333,36.1470220466667,0.005802711,0.0008206476,2.70250666666667e-06,1.70642766666667e-07,8.41520033333333e-06,1.06215216666667e-05,2.01926916666667e-05,0.02808156,0.21884815
64.42733738,573.063941166667,275.7126109,36.4772812777778,53.307061065,0.0056152964444444,0.0008202451444444,2.77194011111111e-06,1.63170994444444e-07,6.95719783333333e-06,1.10442880555556e-05,2.14864794444444e-05,0.0250512372222222,0.194509133333333
66.95228969,574.827819909091,275.394360354545,41.6409433636364,37.5961284518182,0.0102780780909091,0.0015954355454545,6.60793818181818e-06,4.85632527272727e-07,2.53400409090909e-05,2.88781209090909e-05,4.90910909090909e-05,0.0314928690909091,0.254477772727273
89.56090885,574.7728332,275.2705726,39.4679885,38.67319764,0.0095692369,0.0014710027,5.9152189e-06,4.2443522e-07,2.1811774e-05,2.5556728e-05,4.4141471e-05,0.031495551,0.25312119
106.8278724,573.245585166667,275.73256865,39.1615438333333,55.231788345,0.0050514611666666,0.0007495818416666,2.61054025e-06,1.53928016666667e-07,6.38872333333333e-06,1.05591721666667e-05,2.03951566666667e-05,0.0232146283333333,0.175815083333333
113.6890236,574.927423636364,275.265063718182,42.2168808,40.5665232536364,0.0086883301818181,0.001331897090909,5.30066827272727e-06,3.73455809090909e-07,1.87817318181818e-05,2.28163327272727e-05,3.97695381818182e-05,0.0307624636363636,0.242330518181818
123.4506044,573.161901147059,275.532950870588,39.9241602647059,50.5798941785294,0.0059961174411764,0.0008944440294117,3.20966167647059e-06,2.00193320588235e-07,8.93993317647059e-06,1.31853624117647e-05,2.47228544117647e-05,0.0256793988235294,0.195939602941176
135.638206,575.130255777778,275.173237233333,42.191520625,41.5843583611111,0.0085957151111111,0.0013102852222222,5.09953222222222e-06,3.53166311111111e-07,1.75873366666667e-05,2.17509677777778e-05,3.83579111111111e-05,0.0310690422222222,0.243477722222222
154.9569141,573.177997076923,275.633479592308,34.3850279230769,56.6958527946154,0.0066171937692307,0.0009935690538461,3.48171492307692e-06,2.03740015384615e-07,8.33190953846154e-06,1.41196192307692e-05,2.73626453846154e-05,0.0262165030769231,0.202748461538462
157.9950992,574.88362125,275.24398015,43.5650387142857,43.06034664,0.008724837375,0.0013279555,5.14716425e-06,3.53968675e-07,1.747036375e-05,2.19185325e-05,3.879807e-05,0.032289935,0.251124925
158.7253961,574.885197615385,275.790997823077,38.0900073846154,27.8544484069231,0.0114548007692308,0.0018087616153846,8.07375415384615e-06,6.44015976923077e-07,3.61855392307692e-05,3.61772946153846e-05,5.86051461538462e-05,0.0302892469230769,0.252067961538462
178.7526609,574.894775333333,275.553091066667,42.4489878333333,45.13514671,0.006262236,0.0009170786333333,3.193733e-06,2.00832533333333e-07,9.34902933333333e-06,1.292992e-05,2.43116733333333e-05,0.0290093766666667,0.219075466666667
193.601546,574.776235692308,275.870979361538,38.7416758461538,27.9967131176923,0.0095225974615384,0.0014790758461538,6.31588023076923e-06,4.88674176923077e-07,2.69881984615385e-05,2.78311215384615e-05,4.61154538461538e-05,0.0283161146153846,0.232479184615385
197.5029203,573.317810142857,275.631141471429,38.197929,58.4482936714286,0.0067737155714285,0.0010311931285714,3.71478e-06,2.178848e-07,8.691342e-06,1.52832914285714e-05,2.93789757142857e-05,0.0263175514285714,0.2014921
198.3964465,575.488784047619,276.816093042857,38.6727170952381,68.1807031790476,0.0036307277142857,0.0005459927619047,1.82714552380952e-06,9.30777338095238e-08,3.07275114285714e-06,7.16937980952381e-06,1.49326947619048e-05,0.0163220295238095,0.123324419047619
202.5893145,574.860360142857,275.6964209,40.9253998571429,46.4314190357143,0.0069799491428571,0.0010340918571428,3.68513142857143e-06,2.33659385714286e-07,1.08150334285714e-05,1.50700114285714e-05,2.81502542857143e-05,0.0303919371428571,0.230925842857143
210.2150661,598.434012586207,278.734172106897,33.5985003793103,30.0442032703448,0.0113435710344828,0.0018121979655172,8.45183137931034e-06,6.87285910344828e-07,3.834923e-05,3.81125996551724e-05,6.08729003448276e-05,0.0283441772413793,0.236192372413793
211.1685837,574.953249172414,275.434812382759,40.3329950344828,28.2047861082759,0.0120489662068966,0.0019480928275862,9.32250355172414e-06,7.71482682758621e-07,4.38811848275862e-05,4.28869506896552e-05,6.72557903448276e-05,0.0289819262068966,0.240875465517241
224.6374255,573.330332333333,275.2715124,38.2886016666667,48.7850450983333,0.0065449978333333,0.0009888319166666,3.65434816666667e-06,2.3295635e-07,1.05480366666667e-05,1.52389366666667e-05,2.8129925e-05,0.0268287583333333,0.203016066666667
236.0356894,528.467207363636,271.5656839,39.1875782727273,69.0948815663636,0.0023036122727272,0.000318849390909,8.81346936363636e-07,3.80617809090909e-08,1.15681154545455e-06,3.13502172727273e-06,7.22620236363636e-06,0.0163992309090909,0.118176550909091
240.5112263,573.089558833333,275.4699244,39.0057536,59.9507586433333,0.0054765011666666,0.0008358830333333,3.02900416666667e-06,1.7648555e-07,6.92051383333333e-06,1.25037383333333e-05,2.40546283333333e-05,0.02254429,0.170189183333333
245.6161564,573.222812333333,275.521359233333,38.6683121111111,62.5353596511111,0.0057959665555555,0.0008970001944444,3.34537972222222e-06,1.950704e-07,7.45011272222222e-06,1.40100694444444e-05,2.67540516666667e-05,0.0228665083333333,0.173286238888889
263.5098444,573.3213539375,275.7969449,36.121853875,60.833448939375,0.0042277174375,0.0006364384375,2.224714e-06,1.252185825e-07,4.75687475e-06,9.01404575e-06,1.772736125e-05,0.019319846875,0.14278238125
277.2320866,572.961819111111,275.462712233333,36.0009512222222,62.1184058394444,0.0042153027222222,0.0006362740111111,2.23061961111111e-06,1.24691683333333e-07,4.67732616666667e-06,9.05611622222222e-06,1.78387383333333e-05,0.0200512983333333,0.146502744444444
280.0456134,575.547088833333,277.266565566667,35.721655,67.3855018216667,0.0019850473333333,0.0002811963166666,8.28618683333333e-07,3.87445533333333e-08,1.2608845e-06,3.00755133333333e-06,6.6874265e-06,0.0111379133333333,0.0821600216666667
