Age_physical_avg_min,PRESSURE,TEMPERATURE,RHUM,SZA,JO3_O2_O1D,JNO2_NO_O3P,JH2O2_2OH,JNO3_NO_O2,JNO3_NO2_O3P,JN2O5_NO3_NO2,JHNO2_OH_NO,JHNO3_OH_NO2,JHNO4_HO2_NO2UV_VISonly,JCH2O_H_HCO,JCH2O_H2_CO,JCH3CHO_CH3_HCO,JPropanal_C2H5_HCO,JCH3OOH_CH3O_OH,JMeONO2_CH3O_NO2,JEthONO2_CH3CH2O_NO2,JCH3COOONO2_CH3COOO_NO2,JCH3COOONO2_CH3COO_NO3,JMAC_Products,JMVK_Products,JAcetone_CH3CO_CH3,JMEK_CH3CO_CH2CH3,JHydroxyacetone_CH3COO_CH3,JHydroxyacetone_CH3CO_CH3O,JCHOCHO_HCO_HCO,JCHOCHO_H2_2CO,JCHOCHO_CH2O_CO,JCH3COCHO_CH3CO_HCO,J23Butanedione_Products,JCl2_Cl_Cl,JClO_Cl_O3P,JClNO2_Cl_NO2,JClONO_Cl_NO2,JClONO2_Cl_NO3,JClONO2_ClO_NO2,JBr2_Br_Br,JBrO_Br_O,JHOBr_OH_Br,JBrNO_Br_NO,JBrONO_Br_NO2,JBrONO_BrO_NO,JBrNO2_Br_NO2,JBrONO2_BrO_NO2,JBrONO2_Br_NO3,JBrCl_Br_Cl,JCHBr3_Products
39.45123723,572.74726875,271.223087275,45.659644125,40.5362244175,8.215568399999999e-07,0.00172182702222222,6.48793424444444e-07,0.0126389671555556,0.0903214748888889,3.0305238222222198e-06,0.00023710484,2.7654047333333302e-08,4.51828964444444e-07,2.28678688888889e-06,5.3083275777777804e-06,3.2655116444444397e-07,1.2341453844444402e-06,5.162187666666669e-07,3.77262953333333e-08,6.16450084444444e-08,2.70589575555556e-08,1.15966966e-08,6.231502288888891e-07,5.76228546666667e-07,1.10303202222222e-08,3.26668782222222e-07,5.322086644444441e-08,5.322086644444441e-08,1.3555884777777802e-05,1.31615974888889e-06,2.7944558000000003e-06,2.4628517777777802e-05,8.69520651111111e-05,0.000343661773333333,1.31990404888889e-06,3.3462110444444395e-05,0.00044520454000000005,5.478862155555561e-06,5.276784511111109e-07,0.012118074,0.004105434177777779,0.00049259034,0.00849747922222222,0.0011802847577777802,0.0011802847577777802,0.00109169342888889,4.20665504444444e-05,0.000238377111111111,0.00302692342222222,4.9611984444444404e-08
