Age_physical_avg_min,PRESSURE,TEMPERATURE
48.45250888,530.848788888889,268.100480122222
84.73431599,530.8322525,268.6656574625
170.2658203,530.832107,268.17191366
272.0444452,531.0003601,269.0097871
279.0726725,530.8206298,268.3775778
319.5348639,530.415425666667,268.877679844444
392.6291068,531.025599857143,268.999186328571
